,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
1906,2009328013018004P9,UNIVERSIDADE SALVADOR,ADMINISTRAÇÃO ESTRATÉGICA,Salvador,A MODERNIZAÇÃO ORGANIZACIONAL DO SETOR PÚBLICO NOS ANOS 90: O CASO DO MINISTÉRIO PÚBLICO DO TRABALHO NA BAHIA,Maria do Carmo de Souza Sales,2009-05-01,Centro Cultural Adelmar Cardoso Linhares,Mestrado,
1907,2011222001018024P9,UNIVERSIDADE FEDERAL DO CEARÁ,LINGÜÍSTICA,FORTALEZA,As imagens discursivas do brasileiro nas canções de Gonzaguinha.,Geania Nogueira de Farias,2011-04-01,Ciências Humanas,Mestrado,
1908,20112022002014003P8,UNIVERSIDADE DE FORTALEZA,DIREITO CONSTITUCIONAL,Fortaleza,O DIREITO DE ACESSO ÀS INFORMAÇÕES PÚBLICAS NAS DEMOCRACIAS REPRESENTATIVAS CONTEMPORÂNEAS,Fernando Moura Linhares,2011-11-01,"Unifor, Ufc",Mestrado,
1909,2011125003011019P6,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,HISTÓRIA SOCIAL DA CULTURA REGIONAL,RECIFE,BRINCANTES DO SILÊNCIO: a atuação do Estado Ditatorial no Carnaval do Recife (1968-1975),Diogo Barreto Melo,2011-02-01,Biblioteca Central Universidade Federal Rural de Pernambuco,Mestrado,
1910,20114333001014001P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,EDUCAÇÃO,SÃO CARLOS,Forças Armadas e educação: o Colégio Militar de Campo Grande - Mato Grosso do Sul (1993 - 2010),Kátia Cristina Nascimento Figueira,2011-06-01,Biblioteca Digital de Teses e Dissertações - BCo/UFSCar,Doutorado,
1911,20111033001014021P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,LINGUÍSTICA,SÃO CARLOS,DA REPRESSÃO À ABERTURA POLÍTICA: PROCESSOS DE ESPETACULARIZAÇÃO DO DISCURSO POLÍTICO,Israel de Sá,2011-02-01,BCo,Mestrado,
1912,20112252001016004P2,UNIVERSIDADE FEDERAL DE GOIÁS,LETRAS E LINGUÍSTICA,GOIÂNIA,Melancolia e Solidão em contos de Caio Fernando Abreu,Clovis Meireles Nobrega Júnior,2011-02-01,Biblioteca Central da UFG,Mestrado,
1913,2860197,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,São Paulo,Memória dos presos políticos no periodo ditatorial brasileiro,CARLOS EDUARDO PINHEIRO,2015-04-10,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2860197
1914,200321631006019003P9,UNIVERSIDADE GAMA FILHO,DIREITO,RIO DE JANEIRO,A REFORMA DO ESTADO BRASILEIRO: AGÊNCIAS REGULADORAS.,Osenir Brabosa Cruz Mello dos Santos,2003-03-01,UGF,Mestrado,
1915,154387,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO (CURRÍCULO),São Paulo,"História da formação de professores no Brasil: análise crítica das políticas de formação, por vídeos da década de 1990",CELSO LUIZ JUNIOR,2013-11-29,PUC/SP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=154387
1916,94052,UNIVERSIDADE FEDERAL DE SÃO PAULO,ENFERMAGEM,São Paulo,"Ensino das Ciências Humanas e Sociais na Graduação em Enfermagem, Entre 1972-1994: o Posicionamento da Associação Brasileira de Enfermagem",ALINE CORREA DE ARAUJO,2013-05-29,Biblac,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=94052
1917,971092,UNIVERSIDADE ESTÁCIO DE SÁ,DIREITO,Rio de Janeiro,JUSTIÇA DE TRANSIÇÃO NO BRASIL E A ANÁLISE CRÍTICA DA IMPRESCINDIBILIDADE DA PERSECUÇÃO PENAL DOS AGENTES DO REGIME DE 1964-1985,EUGENIUSZ COSTA LOPES DA CRUZ,2013-07-30,Biblioteca Setorial Menezes Côrtes,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=971092
1918,2605908,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,PSICOLOGIA,Natal,FUNDAMENTOS DOS CUIDADOS COM CRIANÇAS E ADOLESCENTES: UM  OLHAR SOBRE O RIO GRANDE DO NORTE ENTRE 1964 E 1988,CARMEM PLACIDA SOUSA CAVALCANTE,2014-09-11,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2605908
1919,1417115,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,Uberlândia,"O filme Pixote, a lei do mais fraco e o governo das Crianças marginalizadas (1980-1985)",LUIS ALBERTO PEREIRA JUNIOR,2014-08-25,UFU - UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1417115
1920,1503052,UNIVERSIDADE FEDERAL DA BAHIA,LITERATURA E CULTURA,Salvador,"Sindicalismo, Piratas e Cabelo Chanel: Leituras de Reciclagem Cultural em Obras de Laerte",CLAUDIO JOSE MENESES DE OLIVEIRA,2014-07-31,Reitor Macedo Costa,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1503052
1921,2156493,UNIVERSIDADE FEDERAL DA PARAÍBA/JOÃO PESSOA,"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS",João Pessoa,CRIME DE DESAPARECIMENTO FORÇADO DE PESSOAS: ANÁLISE À LUZ DA JUSTIÇA DE TRANSIÇÃO NO BRASIL,TIAGO MEDEIROS LEITE,2014-07-25,biblioteca  Enzo Melegari ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2156493
1922,2127419,Universidade do Oeste de Santa Catarina,DIREITO,Chapecó,O TRANSCONSTITUCIONALISMO COMO MEIO DE FORTALECIMENTO DO SISTEMA INTERAMERICANO DE DIREITOS HUMANOS E A (IN)EXISTÊNCIA DE DIÁLOGO ENTRE OS ESTADOS E A CORTE DE SAN JOSÉ DA COSTA RICA,JULIA DAMBROS MARCAL,2014-12-04,UNOESC,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2127419
1923,20084141001010004P5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HISTÓRIA,FLORIANÓPOLIS,DRAMAS E DANOS: Estudo das vítimas de crimes sexuais na região de Florianópolis (1964 - 1985).,Eva Lúcia Gavron,2008-08-01,Biblioteca Central da UFSC,Doutorado,
1924,2008153001010017P3,UNIVERSIDADE DE BRASÍLIA,DIREITO,BRASÍLIA,"Liberdade sindical, autonomia e democracia na Assembléia Constituinte de 1987/1988  uma reconstrução do dilema entre unicidade e pluralidade",Ricardo Machado Lourenço Filho,2008-05-01,Biblioteca Centra da UnB,Mestrado,
1925,20009533003017030P2,UNIVERSIDADE ESTADUAL DE CAMPINAS,LINGÜÍSTICA,CAMPINAS,Rondônia: O funcionamento do discurso da emancipação do Estado.,Maria Cristina Ramos Borges,2000-08-01,Biblioteca Central da Unicamp,Mestrado,
1926,6326496,UNIVERSIDADE DE SÃO PAULO,PSICOLOGIA CLÍNICA,São Paulo,O sujeito entre o ser e o não-ser: Uma teoria do reconhecimento em Psicanálise,PEDRO OLIVEIRA OBLIZINER,2018-06-25,Biblioteca Dante Moreira Leite,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6326496
1927,6366223,UNIVERSIDADE ESTADUAL DE CAMPINAS,SOCIOLOGIA,Campinas,E. P. THOMPSON E AS CIÊNCIAS SOCIAIS BRASILEIRAS: UM ESTUDO A PARTIR DAS CLASSES SOCIAIS,BRENO AUGUSTO DE OLIVEIRA SANTOS,2018-03-21,biblioteca digital da Unicamp,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6366223
1928,6321507,UNIVERSIDADE DO VALE DO ITAJAÍ,CIÊNCIA JURÍDICA,Itajaí,A DEMOCRACIA NO BRASIL E O GUARDIÃO DESCUIDADO: A CONTRIBUIÇÃO DO PODER JUDICIÁRIO NO DESMONTE DEMOCRÁTICO.,DENIVAL FRANCISCO DA SILVA,2018-03-14,Biblioteca Central UNIVALI,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6321507
1929,6343149,UNIVERSIDADE FEDERAL DE SANTA CATARINA,LITERATURA,Florianópolis,"Entre-abertura(s): conversas e encontros, jagunços e caudilhos em terras helioglauberianas",BRUNA MACHADO FERREIRA,2018-07-02,BU,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6343149
1930,5958872,UNIVERSIDADE DE BRASÍLIA,DIREITO,Brasília,Gênero e Justiça de Transição no Brasil: a construção da figura da “vítima” no relatório final da Comissão Nacional da Verdade,ANA PAULA DEL VIEIRA DUQUE,2018-02-28,BCE - BIBLIOTECA CENTRAL - UnB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5958872
1931,5856170,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,EDUCAÇÃO,Rio de Janeiro,Narrativas de História do Brasil no ENEM: Disputas curriculares pela hegemonização do conhecimento escolar,DIEGO BRUNO VELASCO,2018-03-21,biblioteca do cfch,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5856170
1932,6834901,UNIVERSIDADE FEDERAL DO PARÁ,LETRAS: LINGÜÍSTICA E TEORIA LITERÁRIA,Belém,A FISSÃO NO PARADIGMA DISTÓPICO: 1984 E VERDE VAGOMUNDO,ALLINE ARAUJO COSTA,2018-10-11,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6834901
1933,478516,UNIVERSIDADE ESTADUAL DE CAMPINAS,AMBIENTE E SOCIEDADE,Campinas,"Bandidos na Serra do Mar? : conflitos, estratégias e usos múltiplos dos recursos naturais na Mata Atlântica, São Paulo",JORGE CALVIMONTES UGARTE,2013-09-05,BC e IFCH,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=478516
1934,106380,UNIVERSIDADE DE SANTA CRUZ DO SUL,DIREITO,Santa Cruz do Sul,Direitos de Juventude: Análise das políticas públicas no Brasil contemporâneo.,RODRIGO FLORES FERNANDES,2013-01-24,UNISC,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=106380
1935,182443,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,DIREITO,Belo Horizonte,"HISTORIA, DISCURSO E MEMORIA: LEID E ANISTIA, DIREITO A VERDADE E A JUSTICA NA ACAO AFIRMATIVA DOS DIREITOS HUMANOS-OBJETIVIDADE, HISTORICIDADE E RELATIVIDADE DA REALIDADE JURIDICA BRASILEIRA E DO CONE SUL: A COMPREENSAO DO ESTADO DE DIREITO...",CAROLINA ANGELO MONTOLI,2013-02-25,PUC MINAS,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=182443
1936,834672,UNIVERSIDADE DE SÃO PAULO,EDUCAÇÃO,São Paulo,A narrativa cativa,MAURICIO LIBERAL AUGUSTO,2013-11-07,FEUSP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=834672
1937,133727,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/SJR. PRETO,LETRAS,São José do Rio Preto,"Transeuntes sobre ruínas: figurações alegóricas da casa familiar, no limiar de um certo exílio",NOEMI CAMPOS FREITAS VIEIRA,2013-08-28,IBILCE-UNESP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=133727
1938,2471418,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,LETRAS: ESTUDOS LITERÁRIOS,Juiz de Fora,"A adaptação de obras literárias como um projeto cultural, político e econômico no Brasil e seu papel no surgimento da literatura para neoleitores.",ALINE DOMINGUES DE PAIVA,2013-12-06,Biblioteca Central da Universidade Federal de Juiz de Fora,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2471418
1939,815097,UNIVERSIDADE ESTADUAL DE MARINGÁ,GEOGRAFIA,Maringá,A narrativa preservacionaista da paisagem humana da Praça Arthur Thomaz na cidade de Umuarama - PR,REGINA DE HELD SILVA,2013-12-17,Biblioteca Central da Universidade Estadual de Maringá,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=815097
1940,509555,UNIVERSIDADE DE SÃO PAULO,Gerenciamento em Enfermagem,São Paulo,Impactos da Lei de Diretrizes e Bases da Educação Nacional - nº 5.692/1971 no ensino profissionalizante em enfermagem,MARTA MOTTER MAGRI,2013-06-21,Biblioteca Wanda de Aguiar Horta,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=509555
1941,2011932018010002P0,Universidade Federal de São João del-Rei,TEORIA LITERARIA E CRITICA DA CULTURA,SÃO JOÃO DEL REI,SEBASTIÃO BEMFICA MILAGRE: UM LÍRICO DA MODERNIDADE EM DIVINÓPOLIS,José João Bosco Pereira,2011-12-01,Biblioteca da Universidade Federal de São joão del-Rei,Mestrado,
1942,2011540001016061P2,UNIVERSIDADE FEDERAL DO PARANÁ,CIÊNCIA POLÍTICA,CURITIBA,RADIALISTAS POLÍTICOS: UMA ANÁLISE DO DESEMPENHO ELEITORAL DOS COMUNICADORES DE RÁDIO NA ASSEMBLEIA LEGISLATIVA DO PARANÁ (1986-2006),Larissa Martini Angeli,2011-05-01,UFPR - SCHLA,Mestrado,
1943,20125728001010001P9,UNIVERSIDADE FEDERAL DA BAHIA,EDUCAÇÃO,SALVADOR,Comunicação da experiência fílmica e experiência pedagógica da comunicação,ROSANE MEIRE VIEIRA DE JESUS,2012-03-01,Biblioteca Anísio Teixeira-FACED,Doutorado,
1944,2012633001014021P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,LINGUÍSTICA,SÃO CARLOS,FALAR E CALAR NO TEATRO BRASILEIRO CONTEMPORÂNEO: UMA ANÁLISE  DISCURSIVA DA OBRA DE PLÍNIO MARCOS (1958-1993),Denise Aparecida de Paulo Ribeiro Leppos,2012-05-01,BCO,Mestrado,
1945,20122840004015014P3,UNIVERSIDADE ESTADUAL DE MARINGÁ,LETRAS,MARINGÁ,DE MÁRIO DE ANDRADE A ANTUNES FILHO: A ADAPTAÇÃO TEATRAL DE MACUNAÍMA,MARCIO ALEX PEREIRA,2012-04-01,BCE - BIBLIOTECA CENTRAL DA UEM,Mestrado,
1946,20121941002016015P0,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,EDUCAÇÃO,FLORIANÓPOLIS,"SEM UNIFORME NÃO ENTRA:
O uniforme escolar na Escola Técnica Federal de Santa Catarina (1962-1983)",Ivanir Ribeiro,2012-05-01,Biblioteca Universitária UDESC,Mestrado,
1947,200314633024014016P0,UNIVERSIDADE PRESBITERIANA MACKENZIE,"EDUCAÇÃO, ARTE E HISTÓRIA DA CULTURA",São Paulo,Tom Zé: A (Re) Invenção da Música Brasileira (1968-2000),Neuseli Martins Costa Fuoco,2003-07-01,Biblioteca George Alexander,Mestrado,
1948,5024605,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA (PSICOLOGIA SOCIAL),São Paulo,A participação social como diretriz estratégica do SUS: a psicanálise operando em lógicas coletivas na saúde,AUGUSTO RIBEIRO COARACY NETO,2017-03-31,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5024605
1949,5132011,UNIVERSIDADE DE SÃO PAULO,ESTUDOS LINGUÍSTICOS  E LITERÁRIOS EM INGLÊS,São Paulo,"“If you take the glass...”: Uma releitura da peça The Homecoming, de Harold Pinter",THIERRI VIEIRA DOS SANTOS,2017-10-25,Florestan Fernandes,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5132011
1950,5029200,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,COMUNICAÇÃO SOCIAL,Porto Alegre,Imprensa e rupturas institucionais: narrativas do vivido e do imaginário sobre o Golpe Civil-Militar de 1964 no Brasil e a Revolução de 25 de Abril de 1974 em Portugal,CAMILA GARCIA KIELING,2017-03-30,Biblioteca Irmão José Otão,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5029200
1951,4999916,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,HISTÓRIA,Recife,Lutas e Resistência dos Moradores da Periferia da Cidade do Recife (1955-1988) Recife / 2017 UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA SOCIAL DA CULTURA REGIONAL,GEANE BEZERRA CAVALCANTI,2017-02-06,Biblioteca Central da Universidade Federal Rural de Pernambuco ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4999916
1952,6355061,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,Hístória,Guarapuava,"“Colossal, Complexa, Imprescindível”: Tecnologia de Força Bruta e a Usina Hidrelétrica de Itá/SC",MELODY FORCELINI,2017-07-07,Bibliotecas dos campi de Irati e Santa Cruz,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6355061
1953,20128331003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,EXPERIÊNCIAS CRUZADAS - a participação popular no Plano Cruzado em perspectiva histórica,Charleston José de Sousa Assis,2012-08-01,xxxxxxxx,Doutorado,
1954,20122933005010021P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,COMUNICAÇÃO E SEMIÓTICA,SÃO PAULO,Os documentários do IPES e a campanha ideológica: as práticas audiovisuais e a preparação do golpe de 1964,DANIELLE MORAIS GASPAR YASAKA,2012-06-01,PUC-SP,Mestrado,
1955,200062333005010019P5,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,DIREITO,SÃO PAULO,O Dano Moral como Conseqüência do Indiciamento no Inquérito Policial,Aparecido Hernani Ferreira,2000-06-01,Pontificia Universidade Católica de São Paulo,Mestrado,
1956,20063132001010001P7,UNIVERSIDADE FEDERAL DE MINAS GERAIS,EDUCAÇÃO,BELO HORIZONTE,A trajetória histórica do movimento docente de Minas Gerais: da UTE ao Sind-UTE,WELLINGTON DE OLIVEIRA,2006-06-01,Faculdade de Educação da UFMG,Doutorado,
1957,20072522001018001P9,UNIVERSIDADE FEDERAL DO CEARÁ,EDUCAÇÃO,FORTALEZA,A União Nacional dos Estudantes e a Reforma Universitária no Governo Lula: a educação pública em debate.,LAURA KARINE MAIA DOS SANTOS,2007-05-01,Humanidades/UFC,Mestrado,
1958,20072033002010198P4,UNIVERSIDADE DE SÃO PAULO,ARTES VISUAIS,São Paulo,Uma parada - Antonio Manuel e a imagem fotográfica do corpo. Brasil anos 67/77,Virgínia Gil Araujo,2007-09-01,ECA/USP,Doutorado,
1959,20071433005010008P3,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,FILOSOFIA,SÃO PAULO,HORIZONTES DO PERDÃO Reflexões a partir de Paul Ricoeur e Jacques Derrida,Maria Luci Buff Migliori,2007-12-01,PUC-SP,Doutorado,
1960,19951033004048018P5,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ASSIS,HISTORIA,Assis,REPRESSAO E CONTROLE SOCIAL NO GOVERNO VARGAS(1930-1945).,JANETE LEIKO TANNO,1995-10-01,undefined,Mestrado,
1961,1413821,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,EDUCAÇÃO,Uberlândia,"Estudantes tijucanos em cena: história de suas organizações políticas e culturais (Ituiutaba-MG, 1952-1968)",ISAURA MELO FRANCO,2014-02-13,UFU - UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1413821
1962,2289302,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,GEOGRAFIA,São Cristóvão,A TRAMA FAUSTIANA DO CAPITAL FINANCEIRO NA CAPTURA DA UNIDADE DE PRODUÇÃO FAMILIAR,JOSE DANILO SANTANA SILVA,2014-09-30,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2289302
1963,1457314,UNIVERSIDADE CATÓLICA DOM BOSCO,EDUCAÇÃO,Campo Grande,AS CONCEPÇÕES DE DESIGUALDADE SOCIAL DOS PROFESSORES DE UMA ESCOLA PÚBLICA COM ALTO IDEB,JUCLEIDES SILVEIRA PAEL,2014-08-18,Pe. Felix Zavataro,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1457314
1964,772648,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,História,Marechal Cândido Rondon,A Charge na imprensa: O Jornal Folha de São Paulo e o humor político (1964-1965).,ANDRE GUSTAVO UBINSKI,2014-03-31,UNIOESTE- CAMPUS DE MARECHAL CÂNDIDO RONDON,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=772648
1965,1178638,Universidade Federal de São João del-Rei,HISTÓRIA,São João del Rei,CONFLITOS AMBIENTAIS EM BARROSO: A FÁBRICA DE CIMENTO E  MOVIMENTOS SOCIAIS (1955-2013),PETTERSON AVILA CORREA,2014-05-30,Biblioteca da Universidade Federal de São João del-Rei - Campus Dom Bosco,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1178638
1966,1494940,UNIVERSIDADE FEDERAL DA BAHIA,LITERATURA E CULTURA,Salvador,Da Literatura Infantil de Roy Berocay aos Quadrinhos de Daniel Soulier: uma tradução alegórica do Uruguai pós-ditatorial,SUELI FONTES DE ARAUJO,2014-10-03,Reitor Macedo Costa,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1494940
1967,1748509,UNIVERSIDADE ESTADUAL DE MARINGÁ,POLÍTICAS PÚBLICAS,Maringá,A Ação Policial e os Direitos Humanos: Pesquisa sobre valores e atitudes de policiais militares paranaenses.,MARCOS ANTONIO TORDORO,2014-03-14,BIBLIOTECA CENTRAL DA UNIVERSIDADE ESTADUAL DE MARINGÁ,Mestrado Profissional,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1748509
1968,200420633004072067P2,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/FRANCA,SERVIÇO SOCIAL,Franca,Ilha Solteira e Projeto Cinturão Verde: história e contradições,Nei Oliveira de Mendonça,2004-11-01,Unesp,Mestrado,
1969,200418833005010009P0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS DA RELIGIÃO,SÃO PAULO,A dimensão Política da Missão Pastoral da CNBB ? A Participação Política da CNBB na Transformação da Sociedade,MARLSON ASSIS DE ARAÚJO,2004-11-01,PUCSP,Mestrado,
1970,2356274,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/MARILIA,EDUCAÇÃO,Marília,O FÓRUM NACIONAL EM DEFESA DA ESCOLA PÚBLICA E O PRINCÍPIO DE GESTÃO DEMOCRÁTICA NA CONSTITUIÇÃO FEDERAL DE 1988,CAMILA MENDES PINHEIRO,2015-03-09,Campus de Marília,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2356274
